region,date_heure,annee,jour_numero,heure,jour_fractionnel,thermique,nucleaire,eolien,solaire,hydraulique,bioenergies,pompage,ech_physiques,stockage_batterie,destockage_batterie,cap_prod_max_thermique,thermique_p_disp,cap_prod_max_nucleaire,nucleaire_p_disp,eolien_p_disp,solaire_p_disp,cap_prod_max_hydraulique,hydraulique_p_disp,cap_prod_max_bioenergies,bioenergies_p_disp,population
ILE DE FRANCE,2016-03-08 02:00:00,2016,68,02:00:00,68.08,495.0,0.0,9.0,0.0,0.0,148.0,0.0,8700.0,0.0,0.0,2149.0,2149.0,0.0,0.0,61.0,114.0,19.0,19.0,300.0,300.0,12117132
BRETAGNE,2020-04-08 06:30:00,2020,99,06:30:00,99.27,1.0,0.0,9.0,0.0,40.0,37.0,-1.0,2017.0,0.0,0.0,978.0,868.0,0.0,0.0,1028.0,280.0,272.0,272.0,79.0,79.0,3373835
GRAND EST,2022-01-24 03:30:00,2022,24,03:30:00,24.15,1978.0,7468.0,663.0,0.0,522.0,157.0,-501.0,-4562.0,0.0,0.0,3590.0,3590.0,10820.0,10020.0,4189.0,970.0,2306.0,2104.0,211.0,211.0,5563889
HAUTS DE FRANCE,2019-12-13 14:30:00,2019,347,14:30:00,347.6,1997.0,4566.0,3507.0,16.0,2.0,126.0,0.0,-2820.0,0.0,0.0,2970.0,2970.0,5460.0,4550.0,4845.0,240.0,5.0,5.0,180.0,180.0,6004947
NOUVELLE AQUITAINE,2017-09-22 13:00:00,2017,265,13:00:00,265.54,37.0,5699.0,13.0,708.0,150.0,182.0,0.0,-1658.0,0.0,0.0,465.0,465.0,6630.0,5720.0,823.0,2017.0,1780.0,1670.0,306.0,306.0,5956978
ILE DE FRANCE,2017-11-14 10:00:00,2017,318,10:00:00,318.42,717.0,0.0,0.0,15.0,5.0,145.0,0.0,10433.0,0.0,0.0,2151.0,1997.0,0.0,0.0,88.0,119.0,19.0,19.0,302.0,302.0,12174880
PAYS DE LA LOIRE,2016-11-01 20:00:00,2016,306,20:00:00,306.83,963.0,0.0,52.0,0.0,0.0,39.0,0.0,1927.0,0.0,0.0,1889.0,1371.0,0.0,0.0,687.0,481.0,8.0,8.0,63.0,63.0,3737632
HAUTS DE FRANCE,2015-09-28 19:30:00,2015,271,19:30:00,271.81,884.0,3545.0,865.0,0.0,1.0,94.0,0.0,436.0,0.0,0.0,2301.0,2085.0,5460.0,4550.0,2774.0,213.0,5.0,5.0,160.0,160.0,6009976
BOURGOGNE FRANCHE COMTE,2013-04-16 04:00:00,2013,106,04:00:00,106.17,41.0,0.0,3.0,0.0,111.0,5.0,0.0,1773.0,0.0,0.0,301.0,301.0,0.0,0.0,204.0,228.0,480.0,480.0,24.0,24.0,2819783
BRETAGNE,2019-03-27 18:00:00,2019,86,18:00:00,86.75,248.0,0.0,206.0,39.0,121.0,47.0,-1.0,1938.0,0.0,0.0,956.0,871.0,0.0,0.0,1004.0,263.0,270.0,270.0,71.0,71.0,3354854
OCCITANIE,2016-10-01 04:00:00,2016,275,04:00:00,275.17,0.0,2528.0,330.0,0.0,246.0,82.0,-3.0,-439.0,0.0,0.0,266.0,266.0,2620.0,2620.0,1142.0,1633.0,5463.0,5059.0,139.0,139.0,5808435
AUVERGNE RHONE ALPES,2017-03-20 08:30:00,2017,79,08:30:00,79.35,542.0,11197.0,57.0,50.0,4818.0,111.0,-3.0,-8618.0,0.0,0.0,985.0,985.0,13570.0,12387.0,482.0,941.0,11238.0,11046.0,178.0,178.0,7948287
OCCITANIE,2014-05-22 19:30:00,2014,142,19:30:00,142.81,-5.0,1191.0,162.0,96.0,1926.0,75.0,-42.0,307.0,0.0,0.0,251.0,251.0,2620.0,2620.0,906.0,1236.0,5409.0,5169.0,128.0,128.0,5730753
AUVERGNE RHONE ALPES,2015-08-20 09:30:00,2015,232,09:30:00,232.4,43.0,11292.0,46.0,206.0,2229.0,93.0,-16.0,-7499.0,0.0,0.0,944.0,944.0,13570.0,12881.0,372.0,887.0,11183.0,10967.0,141.0,141.0,7877698
NORMANDIE,2019-08-15 20:30:00,2019,227,20:30:00,227.85,261.0,3861.0,307.0,5.0,9.0,58.0,0.0,-2378.0,0.0,0.0,833.0,253.0,10640.0,9343.0,806.0,257.0,31.0,31.0,107.0,107.0,3325032
PROVENCE ALPES COTE D AZUR,2015-06-11 03:30:00,2015,162,03:30:00,162.15,152.0,0.0,0.0,0.0,607.0,43.0,0.0,2415.0,0.0,0.0,2610.0,2265.0,0.0,0.0,45.0,917.0,3168.0,3168.0,183.0,183.0,5007977
AUVERGNE RHONE ALPES,2020-02-07 15:00:00,2020,38,15:00:00,38.62,588.0,12324.0,87.0,461.0,3936.0,132.0,-171.0,-8379.0,0.0,0.0,1032.0,1032.0,13570.0,12901.0,647.0,1239.0,11741.0,11565.0,191.0,191.0,8078652
GRAND EST,2013-10-30 18:30:00,2013,303,18:30:00,303.77,2741.0,8593.0,14.0,0.0,1297.0,55.0,0.0,-6366.0,0.0,0.0,3398.0,3398.0,10820.0,10820.0,1943.0,506.0,2281.0,2281.0,93.0,93.0,5552388
AUVERGNE RHONE ALPES,2017-02-09 18:00:00,2017,40,18:00:00,40.75,708.0,11667.0,27.0,0.0,3455.0,108.0,-11.0,-5294.0,0.0,0.0,984.0,984.0,13570.0,12667.0,482.0,938.0,11238.0,11032.0,177.0,177.0,7948287
BRETAGNE,2014-10-06 20:30:00,2014,279,20:30:00,279.85,289.0,0.0,66.0,0.0,0.0,29.0,-1.0,1993.0,0.0,0.0,688.0,688.0,0.0,0.0,781.0,216.0,272.0,272.0,52.0,52.0,3276543
BRETAGNE,2022-07-19 23:30:00,2022,200,23:30:00,200.98,821.0,0.0,99.0,0.0,0.0,56.0,-1.0,1409.0,0.0,0.0,1432.0,1322.0,0.0,0.0,1191.0,376.0,272.0,272.0,83.0,83.0,3414637
AUVERGNE RHONE ALPES,2017-03-02 16:00:00,2017,61,16:00:00,61.67,392.0,10987.0,26.0,215.0,2872.0,122.0,-3.0,-5845.0,0.0,0.0,984.0,984.0,13570.0,12387.0,482.0,939.0,11238.0,11044.0,178.0,178.0,7948287
BRETAGNE,2013-03-15 05:00:00,2013,74,05:00:00,74.21,63.0,0.0,139.0,0.0,140.0,18.0,-1.0,3092.0,0.0,0.0,658.0,658.0,0.0,0.0,716.0,203.0,11.0,11.0,36.0,36.0,3258707
NORMANDIE,2022-04-06 17:00:00,2022,96,17:00:00,96.71,306.0,4814.0,692.0,36.0,15.0,75.0,0.0,-2421.0,0.0,0.0,852.0,852.0,10640.0,9446.0,920.0,309.0,31.0,31.0,148.0,148.0,3327604
NORMANDIE,2014-09-06 00:30:00,2014,249,00:30:00,249.02,222.0,7692.0,7.0,0.0,14.0,67.0,0.0,-5406.0,0.0,0.0,761.0,181.0,10640.0,10640.0,489.0,213.0,24.0,24.0,91.0,91.0,3335645
NORMANDIE,2020-05-16 19:00:00,2020,137,19:00:00,137.79,198.0,2689.0,71.0,46.0,15.0,51.0,0.0,-779.0,0.0,0.0,838.0,258.0,10640.0,9352.0,816.0,263.0,31.0,31.0,111.0,111.0,3325522
OCCITANIE,2014-09-04 16:00:00,2014,247,16:00:00,247.67,-3.0,2511.0,20.0,468.0,508.0,62.0,0.0,527.0,0.0,0.0,251.0,251.0,2620.0,2620.0,943.0,1297.0,5415.0,5188.0,132.0,132.0,5730753
BRETAGNE,2018-07-09 09:00:00,2018,190,09:00:00,190.38,1.0,0.0,42.0,45.0,135.0,43.0,-1.0,2014.0,0.0,0.0,904.0,770.0,0.0,0.0,969.0,253.0,270.0,270.0,68.0,68.0,3335414
OCCITANIE,2018-07-11 21:30:00,2018,192,21:30:00,192.9,0.0,1249.0,150.0,3.0,2250.0,83.0,-13.0,366.0,0.0,0.0,295.0,295.0,2620.0,1310.0,1425.0,1918.0,5485.0,5298.0,146.0,146.0,5885496
CENTRE VAL DE LOIRE,2013-03-10 23:30:00,2013,69,23:30:00,69.98,84.0,9458.0,174.0,0.0,5.0,27.0,0.0,-7508.0,0.0,0.0,157.0,157.0,11630.0,11630.0,662.0,208.0,91.0,91.0,49.0,49.0,2570548
HAUTS DE FRANCE,2013-11-27 10:00:00,2013,331,10:00:00,331.42,1762.0,4523.0,9.0,8.0,1.0,81.0,0.0,1268.0,0.0,0.0,2278.0,2278.0,5460.0,5460.0,2239.0,210.0,5.0,5.0,139.0,139.0,5987883
NOUVELLE AQUITAINE,2020-04-27 16:00:00,2020,118,16:00:00,118.67,23.0,5003.0,206.0,698.0,583.0,195.0,0.0,-2729.0,0.0,0.0,571.0,571.0,6630.0,5369.0,1089.0,2645.0,1783.0,1678.0,341.0,341.0,6033952
ILE DE FRANCE,2016-09-02 03:30:00,2016,246,03:30:00,246.15,-5.0,0.0,3.0,0.0,6.0,122.0,0.0,4740.0,0.0,0.0,2149.0,1619.0,0.0,0.0,61.0,115.0,19.0,19.0,300.0,300.0,12117132
HAUTS DE FRANCE,2014-04-14 03:30:00,2014,104,03:30:00,104.15,256.0,2560.0,554.0,0.0,2.0,51.0,0.0,1411.0,0.0,0.0,2278.0,2045.0,5460.0,5460.0,2283.0,211.0,5.0,5.0,139.0,139.0,6006156
CENTRE VAL DE LOIRE,2014-05-09 10:30:00,2014,129,10:30:00,129.44,1.0,8476.0,329.0,47.0,13.0,47.0,0.0,-7044.0,0.0,0.0,162.0,162.0,11630.0,10725.0,749.0,215.0,91.0,91.0,56.0,56.0,2577435
BOURGOGNE FRANCHE COMTE,2014-08-28 11:30:00,2014,240,11:30:00,240.48,15.0,0.0,26.0,83.0,54.0,16.0,0.0,2213.0,0.0,0.0,313.0,68.0,0.0,0.0,254.0,251.0,508.0,508.0,28.0,28.0,2820623
ILE DE FRANCE,2021-06-09 17:00:00,2021,160,17:00:00,160.71,0.0,0.0,0.0,66.0,11.0,125.0,0.0,7069.0,0.0,0.0,2171.0,2171.0,0.0,0.0,125.0,173.0,20.0,20.0,314.0,314.0,12317279
CENTRE VAL DE LOIRE,2017-01-02 22:30:00,2017,2,22:30:00,2.94,100.0,11724.0,99.0,0.0,1.0,49.0,0.0,-8867.0,0.0,0.0,198.0,198.0,11630.0,11630.0,917.0,262.0,91.0,91.0,71.0,71.0,2576252
ILE DE FRANCE,2020-08-15 05:30:00,2020,228,05:30:00,228.23,0.0,0.0,0.0,0.0,2.0,137.0,0.0,4244.0,0.0,0.0,2170.0,2057.0,0.0,0.0,108.0,168.0,20.0,20.0,314.0,314.0,12271794
PROVENCE ALPES COTE D AZUR,2022-12-20 02:30:00,2022,354,02:30:00,354.1,242.0,0.0,25.0,0.0,475.0,209.0,-52.0,3908.0,0.0,0.0,2724.0,2480.0,0.0,0.0,96.0,1993.0,3271.0,3227.0,357.0,357.0,5150362
OCCITANIE,2017-04-22 02:00:00,2017,112,02:00:00,112.08,2.0,2536.0,108.0,0.0,990.0,76.0,-23.0,-63.0,0.0,0.0,282.0,282.0,2620.0,1310.0,1194.0,1705.0,5475.0,5020.0,140.0,140.0,5845102
NORMANDIE,2018-02-17 03:00:00,2018,48,03:00:00,48.12,419.0,7674.0,73.0,0.0,14.0,56.0,0.0,-4513.0,0.0,0.0,813.0,233.0,10640.0,9310.0,705.0,234.0,31.0,31.0,102.0,102.0,3327477
CENTRE VAL DE LOIRE,2018-09-27 02:00:00,2018,270,02:00:00,270.08,14.0,8701.0,79.0,0.0,0.0,69.0,0.0,-7246.0,0.0,0.0,218.0,218.0,11630.0,10754.0,1060.0,300.0,91.0,91.0,76.0,76.0,2572853
BOURGOGNE FRANCHE COMTE,2013-12-18 02:00:00,2013,352,02:00:00,352.08,108.0,0.0,70.0,0.0,40.0,17.0,0.0,2635.0,0.0,0.0,313.0,313.0,0.0,0.0,216.0,241.0,490.0,490.0,25.0,25.0,2819783
BOURGOGNE FRANCHE COMTE,2021-02-27 12:00:00,2021,58,12:00:00,58.5,155.0,0.0,665.0,196.0,73.0,52.0,0.0,1548.0,0.0,0.0,401.0,401.0,0.0,0.0,928.0,405.0,523.0,523.0,71.0,71.0,2800194
ILE DE FRANCE,2017-05-08 14:00:00,2017,128,14:00:00,128.58,-2.0,0.0,7.0,24.0,6.0,129.0,0.0,7797.0,0.0,0.0,2149.0,1839.0,0.0,0.0,73.0,116.0,19.0,19.0,301.0,301.0,12174880
PAYS DE LA LOIRE,2020-11-12 11:00:00,2020,317,11:00:00,317.46,505.0,0.0,18.0,226.0,0.0,57.0,0.0,2652.0,0.0,0.0,2054.0,2054.0,0.0,0.0,1035.0,674.0,10.0,10.0,77.0,77.0,3832120
NOUVELLE AQUITAINE,2021-07-11 18:30:00,2021,192,18:30:00,192.77,18.0,3936.0,15.0,1164.0,142.0,195.0,0.0,-1739.0,0.0,0.0,578.0,578.0,6630.0,6630.0,1301.0,3199.0,1784.0,1784.0,354.0,354.0,6069352
NOUVELLE AQUITAINE,2013-09-14 08:30:00,2013,257,08:30:00,257.35,26.0,4660.0,55.0,15.0,71.0,132.0,0.0,-1461.0,0.0,0.0,421.0,421.0,6630.0,6630.0,364.0,994.0,1760.0,1760.0,210.0,210.0,5844177
BRETAGNE,2017-09-13 02:30:00,2017,256,02:30:00,256.1,0.0,0.0,658.0,0.0,0.0,31.0,-9.0,1178.0,0.0,0.0,848.0,848.0,0.0,0.0,926.0,241.0,270.0,270.0,66.0,66.0,3318904
AUVERGNE RHONE ALPES,2016-09-13 08:00:00,2016,257,08:00:00,257.33,398.0,7226.0,173.0,14.0,2923.0,94.0,-20.0,-3791.0,0.0,0.0,966.0,966.0,13570.0,12657.0,399.0,925.0,11226.0,11048.0,177.0,177.0,7916889
BOURGOGNE FRANCHE COMTE,2014-12-11 03:30:00,2014,345,03:30:00,345.15,94.0,0.0,97.0,0.0,14.0,20.0,0.0,2585.0,0.0,0.0,325.0,80.0,0.0,0.0,334.0,253.0,509.0,509.0,28.0,28.0,2820623
NORMANDIE,2019-04-26 09:00:00,2019,116,09:00:00,116.38,356.0,7704.0,108.0,24.0,19.0,42.0,0.0,-4815.0,0.0,0.0,833.0,833.0,10640.0,9310.0,801.0,254.0,31.0,31.0,106.0,106.0,3325032
CENTRE VAL DE LOIRE,2013-09-22 05:30:00,2013,265,05:30:00,265.23,6.0,6148.0,10.0,0.0,10.0,24.0,0.0,-4972.0,0.0,0.0,162.0,162.0,11630.0,11630.0,717.0,212.0,91.0,91.0,56.0,56.0,2570548
PROVENCE ALPES COTE D AZUR,2016-07-30 17:30:00,2016,212,17:30:00,212.73,104.0,0.0,9.0,428.0,786.0,95.0,0.0,3042.0,0.0,0.0,2614.0,2229.0,0.0,0.0,48.0,1038.0,3191.0,3032.0,354.0,354.0,5021928
GRAND EST,2023-01-20 18:30:00,2023,20,18:30:00,20.77,2575.0,5054.0,607.0,0.0,1179.0,144.0,0.0,-3023.0,0.0,0.0,3615.0,3615.0,10820.0,9726.0,4536.0,1133.0,2308.0,2106.0,237.0,237.0,5562262
BOURGOGNE FRANCHE COMTE,2017-10-29 18:00:00,2017,302,18:00:00,302.75,64.0,0.0,58.0,0.0,67.0,21.0,0.0,2182.0,0.0,0.0,343.0,343.0,0.0,0.0,676.0,271.0,520.0,520.0,35.0,35.0,2811423
PAYS DE LA LOIRE,2022-04-01 12:30:00,2022,91,12:30:00,91.52,696.0,0.0,900.0,361.0,2.0,57.0,0.0,2134.0,0.0,0.0,2068.0,1669.0,0.0,0.0,1137.0,830.0,10.0,10.0,80.0,80.0,3878839
CENTRE VAL DE LOIRE,2014-07-05 12:00:00,2014,186,12:00:00,186.5,2.0,9049.0,518.0,64.0,2.0,46.0,0.0,-7940.0,0.0,0.0,162.0,162.0,11630.0,11630.0,801.0,216.0,91.0,91.0,56.0,56.0,2577435
BRETAGNE,2013-09-27 14:30:00,2013,270,14:30:00,270.6,0.0,0.0,106.0,61.0,3.0,25.0,-23.0,2310.0,0.0,0.0,669.0,669.0,0.0,0.0,722.0,206.0,11.0,11.0,48.0,48.0,3258707
GRAND EST,2013-01-09 14:00:00,2013,9,14:00:00,9.58,1886.0,9879.0,55.0,15.0,1334.0,55.0,0.0,-5851.0,0.0,0.0,3398.0,2972.0,10820.0,10820.0,1803.0,498.0,2280.0,2280.0,79.0,79.0,5552388
OCCITANIE,2014-10-13 05:30:00,2014,286,05:30:00,286.23,-3.0,1157.0,42.0,0.0,636.0,68.0,-246.0,890.0,0.0,0.0,251.0,251.0,2620.0,2620.0,943.0,1308.0,5415.0,5415.0,132.0,132.0,5730753
PROVENCE ALPES COTE D AZUR,2013-04-22 08:00:00,2013,112,08:00:00,112.33,601.0,0.0,19.0,45.0,2117.0,41.0,0.0,1617.0,0.0,0.0,2590.0,2528.0,0.0,0.0,45.0,689.0,3158.0,3158.0,151.0,151.0,4953675
HAUTS DE FRANCE,2017-04-03 03:30:00,2017,93,03:30:00,93.15,1025.0,3557.0,146.0,0.0,2.0,104.0,0.0,-150.0,0.0,0.0,2900.0,2784.0,5460.0,4550.0,3385.0,214.0,5.0,5.0,164.0,164.0,6003815
NORMANDIE,2020-08-30 04:00:00,2020,243,04:00:00,243.17,223.0,3576.0,217.0,0.0,110.0,63.0,0.0,-2173.0,0.0,0.0,838.0,838.0,10640.0,9310.0,819.0,266.0,31.0,31.0,112.0,112.0,3325522
BRETAGNE,2017-08-25 21:30:00,2017,237,21:30:00,237.9,1.0,0.0,66.0,0.0,0.0,42.0,-1.0,1923.0,0.0,0.0,848.0,747.0,0.0,0.0,916.0,240.0,270.0,270.0,66.0,66.0,3318904
BOURGOGNE FRANCHE COMTE,2022-05-14 15:30:00,2022,134,15:30:00,134.65,14.0,0.0,4.0,356.0,30.0,52.0,-66.0,1385.0,0.0,0.0,401.0,401.0,0.0,0.0,1049.0,531.0,524.0,524.0,75.0,75.0,2797366
ILE DE FRANCE,2020-11-11 01:00:00,2020,316,01:00:00,316.04,279.0,0.0,0.0,0.0,8.0,118.0,0.0,6237.0,0.0,0.0,2171.0,2171.0,0.0,0.0,125.0,169.0,20.0,20.0,314.0,314.0,12271794
PROVENCE ALPES COTE D AZUR,2021-05-13 15:30:00,2021,133,15:30:00,133.65,26.0,0.0,49.0,1047.0,1215.0,99.0,-51.0,1438.0,0.0,0.0,2715.0,2341.0,0.0,0.0,96.0,1595.0,3266.0,3235.0,357.0,357.0,5127840
NOUVELLE AQUITAINE,2016-11-25 07:00:00,2016,330,07:00:00,330.29,180.0,5159.0,43.0,-1.0,261.0,176.0,0.0,-206.0,0.0,0.0,441.0,441.0,6630.0,5135.0,676.0,1914.0,1779.0,1779.0,293.0,293.0,5935603
GRAND EST,2016-11-29 04:00:00,2016,334,04:00:00,334.17,2224.0,10125.0,1702.0,0.0,558.0,119.0,-520.0,-8066.0,0.0,0.0,3448.0,3448.0,10820.0,9660.0,2741.0,534.0,2295.0,2045.0,138.0,138.0,5555186
NOUVELLE AQUITAINE,2017-05-01 22:30:00,2017,121,22:30:00,121.94,80.0,5732.0,251.0,-1.0,320.0,164.0,0.0,-1871.0,0.0,0.0,465.0,465.0,6630.0,5720.0,742.0,1959.0,1780.0,1669.0,306.0,306.0,5956978
AUVERGNE RHONE ALPES,2018-08-31 22:30:00,2018,243,22:30:00,243.94,388.0,9338.0,118.0,0.0,2214.0,121.0,-19.0,-5761.0,0.0,0.0,1000.0,599.0,13570.0,12658.0,578.0,1095.0,11260.0,11034.0,180.0,180.0,7994459
HAUTS DE FRANCE,2013-08-01 23:00:00,2013,213,23:00:00,213.96,335.0,4396.0,689.0,0.0,1.0,67.0,0.0,-603.0,0.0,0.0,2268.0,2268.0,5460.0,5460.0,2205.0,210.0,5.0,5.0,139.0,139.0,5987883
HAUTS DE FRANCE,2013-08-05 08:30:00,2013,217,08:30:00,217.35,334.0,3523.0,155.0,20.0,0.0,69.0,0.0,291.0,0.0,0.0,2268.0,2268.0,5460.0,5460.0,2205.0,210.0,5.0,5.0,139.0,139.0,5987883
PROVENCE ALPES COTE D AZUR,2022-07-25 03:00:00,2022,206,03:00:00,206.12,873.0,0.0,2.0,0.0,370.0,68.0,-51.0,2616.0,0.0,0.0,2724.0,2527.0,0.0,0.0,96.0,1857.0,3267.0,3184.0,357.0,357.0,5150362
OCCITANIE,2017-08-21 15:00:00,2017,233,15:00:00,233.62,0.0,1251.0,10.0,1131.0,467.0,80.0,0.0,1259.0,0.0,0.0,282.0,282.0,2620.0,1310.0,1249.0,1742.0,5475.0,5279.0,140.0,140.0,5845102
HAUTS DE FRANCE,2022-06-28 06:30:00,2022,179,06:30:00,179.27,886.0,3514.0,100.0,7.0,1.0,118.0,0.0,-57.0,0.0,0.0,2993.0,2631.0,5460.0,4550.0,5806.0,443.0,6.0,6.0,197.0,197.0,5990765
PAYS DE LA LOIRE,2014-06-09 05:00:00,2014,160,05:00:00,160.21,16.0,0.0,55.0,0.0,1.0,44.0,0.0,1523.0,0.0,0.0,1864.0,1429.0,0.0,0.0,518.0,413.0,7.0,7.0,58.0,58.0,3690833
BOURGOGNE FRANCHE COMTE,2017-07-23 06:30:00,2017,204,06:30:00,204.27,28.0,0.0,186.0,0.0,11.0,21.0,-66.0,1224.0,0.0,0.0,331.0,331.0,0.0,0.0,605.0,270.0,519.0,519.0,33.0,33.0,2811423
HAUTS DE FRANCE,2022-04-27 08:30:00,2022,117,08:30:00,117.35,1817.0,2636.0,856.0,64.0,2.0,108.0,0.0,385.0,0.0,0.0,2993.0,2408.0,5460.0,4559.0,5748.0,441.0,6.0,6.0,191.0,191.0,5990765
ILE DE FRANCE,2017-08-03 17:30:00,2017,215,17:30:00,215.73,1.0,0.0,31.0,29.0,3.0,142.0,0.0,6680.0,0.0,0.0,2149.0,1811.0,0.0,0.0,88.0,117.0,19.0,19.0,301.0,301.0,12174880
GRAND EST,2017-08-16 23:30:00,2017,228,23:30:00,228.98,344.0,7028.0,64.0,0.0,1039.0,81.0,0.0,-4473.0,0.0,0.0,3453.0,2994.0,10820.0,9712.0,2996.0,548.0,2298.0,1947.0,141.0,141.0,5549586
HAUTS DE FRANCE,2014-04-22 13:30:00,2014,112,13:30:00,112.56,290.0,2529.0,111.0,56.0,2.0,65.0,0.0,3143.0,0.0,0.0,2278.0,2278.0,5460.0,4550.0,2296.0,211.0,5.0,5.0,139.0,139.0,6006156
OCCITANIE,2019-07-07 09:30:00,2019,188,09:30:00,188.4,0.0,1768.0,229.0,508.0,522.0,89.0,-451.0,844.0,0.0,0.0,307.0,307.0,2620.0,2017.0,1559.0,2070.0,5489.0,5299.0,146.0,146.0,5933185
PAYS DE LA LOIRE,2013-07-21 03:00:00,2013,202,03:00:00,202.12,4.0,0.0,125.0,0.0,0.0,36.0,0.0,1765.0,0.0,0.0,1837.0,1837.0,0.0,0.0,490.0,393.0,5.0,5.0,58.0,58.0,3660852
PAYS DE LA LOIRE,2019-11-10 11:00:00,2019,314,11:00:00,314.46,551.0,0.0,164.0,196.0,2.0,52.0,0.0,2362.0,0.0,0.0,2037.0,2037.0,0.0,0.0,933.0,609.0,10.0,10.0,75.0,75.0,3806461
BRETAGNE,2013-07-20 13:00:00,2013,201,13:00:00,201.54,0.0,0.0,65.0,96.0,89.0,29.0,0.0,1883.0,0.0,0.0,665.0,665.0,0.0,0.0,722.0,205.0,11.0,11.0,47.0,47.0,3258707
PAYS DE LA LOIRE,2022-02-24 00:30:00,2022,55,00:30:00,55.02,795.0,0.0,28.0,0.0,6.0,59.0,0.0,2710.0,0.0,0.0,2068.0,2068.0,0.0,0.0,1137.0,818.0,10.0,10.0,80.0,80.0,3878839
BRETAGNE,2015-12-26 05:00:00,2015,360,05:00:00,360.21,138.0,0.0,340.0,0.0,3.0,36.0,-1.0,1326.0,0.0,0.0,766.0,766.0,0.0,0.0,819.0,223.0,275.0,275.0,56.0,56.0,3293850
BOURGOGNE FRANCHE COMTE,2018-11-30 07:00:00,2018,334,07:00:00,334.29,157.0,0.0,233.0,0.0,11.0,50.0,-1.0,2545.0,0.0,0.0,401.0,401.0,0.0,0.0,746.0,318.0,520.0,443.0,64.0,64.0,2807807
PROVENCE ALPES COTE D AZUR,2016-03-16 21:00:00,2016,76,21:00:00,76.88,992.0,0.0,2.0,0.0,1725.0,122.0,0.0,3240.0,0.0,0.0,2614.0,2350.0,0.0,0.0,48.0,996.0,3178.0,3054.0,204.0,204.0,5021928
PAYS DE LA LOIRE,2015-07-16 18:00:00,2015,197,18:00:00,197.75,26.0,0.0,290.0,166.0,0.0,25.0,0.0,2591.0,0.0,0.0,1867.0,1274.0,0.0,0.0,560.0,454.0,7.0,7.0,61.0,61.0,3718512
NORMANDIE,2015-10-18 03:30:00,2015,291,03:30:00,291.15,213.0,7564.0,20.0,0.0,12.0,39.0,0.0,-5240.0,0.0,0.0,773.0,486.0,10640.0,9310.0,538.0,216.0,24.0,24.0,95.0,95.0,3339131
ILE DE FRANCE,2021-03-23 17:00:00,2021,82,17:00:00,82.71,383.0,0.0,0.0,30.0,9.0,121.0,0.0,7933.0,0.0,0.0,2171.0,2171.0,0.0,0.0,125.0,171.0,20.0,20.0,314.0,314.0,12317279
ILE DE FRANCE,2013-09-22 22:30:00,2013,265,22:30:00,265.94,0.0,0.0,1.0,0.0,7.0,104.0,0.0,6606.0,0.0,0.0,2121.0,1536.0,0.0,0.0,37.0,109.0,19.0,19.0,282.0,282.0,11959807
HAUTS DE FRANCE,2020-08-31 12:30:00,2020,244,12:30:00,244.52,1686.0,3556.0,263.0,63.0,0.0,109.0,0.0,-315.0,0.0,0.0,2983.0,2398.0,5460.0,4550.0,5127.0,251.0,5.0,5.0,181.0,181.0,5997734
AUVERGNE RHONE ALPES,2017-04-12 19:00:00,2017,102,19:00:00,102.79,401.0,10201.0,12.0,113.0,2737.0,83.0,-4.0,-6249.0,0.0,0.0,985.0,985.0,13570.0,12521.0,486.0,942.0,11239.0,11059.0,178.0,178.0,7948287
BRETAGNE,2013-03-02 22:00:00,2013,61,22:00:00,61.92,62.0,0.0,62.0,0.0,6.0,19.0,0.0,3296.0,0.0,0.0,658.0,658.0,0.0,0.0,716.0,202.0,11.0,11.0,36.0,36.0,3258707
HAUTS DE FRANCE,2019-06-28 19:00:00,2019,179,19:00:00,179.79,1462.0,2518.0,462.0,40.0,0.0,104.0,0.0,605.0,0.0,0.0,2969.0,2832.0,5460.0,4550.0,4531.0,237.0,5.0,5.0,178.0,178.0,6004947
PROVENCE ALPES COTE D AZUR,2014-06-29 11:00:00,2014,180,11:00:00,180.46,100.0,0.0,15.0,165.0,1454.0,64.0,0.0,2108.0,0.0,0.0,2592.0,2268.0,0.0,0.0,45.0,838.0,3165.0,3165.0,170.0,170.0,4983438
NORMANDIE,2016-01-25 16:00:00,2016,25,16:00:00,25.67,1006.0,7565.0,199.0,10.0,17.0,45.0,0.0,-5195.0,0.0,0.0,773.0,773.0,10640.0,9310.0,538.0,217.0,31.0,31.0,95.0,95.0,3335929
NOUVELLE AQUITAINE,2020-10-26 06:00:00,2020,300,06:00:00,300.25,56.0,5581.0,264.0,1.0,268.0,157.0,0.0,-1938.0,0.0,0.0,576.0,576.0,6630.0,5507.0,1183.0,2764.0,1783.0,1678.0,347.0,347.0,6033952
NORMANDIE,2013-05-23 18:30:00,2013,143,18:30:00,143.77,514.0,6347.0,167.0,14.0,15.0,31.0,0.0,-3745.0,0.0,0.0,761.0,761.0,10640.0,10640.0,423.0,208.0,23.0,23.0,88.0,88.0,3328364
NOUVELLE AQUITAINE,2019-12-29 13:30:00,2019,363,13:30:00,363.56,162.0,5812.0,38.0,543.0,908.0,174.0,0.0,-1428.0,0.0,0.0,571.0,571.0,6630.0,5720.0,1075.0,2615.0,1783.0,1678.0,340.0,340.0,6010289
