region,date_heure,annee,jour_numero,heure,jour_fractionnel,thermique,nucleaire,eolien,solaire,hydraulique,bioenergies,pompage,ech_physiques,stockage_batterie,destockage_batterie,cap_prod_max_thermique,thermique_p_disp,cap_prod_max_nucleaire,nucleaire_p_disp,eolien_p_disp,solaire_p_disp,cap_prod_max_hydraulique,hydraulique_p_disp,cap_prod_max_bioenergies,bioenergies_p_disp,population
NOUVELLE AQUITAINE,2022-08-24 06:00:00,2022,236,06:00:00,236.25,41.0,1043.0,213.0,0.0,24.0,178.0,0.0,2052.0,0.0,0.0,579.0,579.0,6630.0,5659.0,1565.0,3753.0,1786.0,1677.0,356.0,356.0,6098051
ILE DE FRANCE,2021-03-14 04:00:00,2021,73,04:00:00,73.17,389.0,0.0,85.0,0.0,9.0,145.0,0.0,6717.0,0.0,0.0,2171.0,2171.0,0.0,0.0,125.0,171.0,20.0,20.0,314.0,314.0,12317279
ILE DE FRANCE,2013-01-08 21:00:00,2013,8,21:00:00,8.88,1101.0,0.0,0.0,0.0,0.0,128.0,0.0,10663.0,0.0,0.0,2121.0,2121.0,0.0,0.0,37.0,108.0,19.0,19.0,262.0,262.0,11959807
PROVENCE ALPES COTE D AZUR,2013-07-09 16:30:00,2013,190,16:30:00,190.69,524.0,0.0,8.0,187.0,1256.0,68.0,0.0,2956.0,0.0,0.0,2590.0,2316.0,0.0,0.0,45.0,716.0,3158.0,3158.0,151.0,151.0,4953675
NOUVELLE AQUITAINE,2017-06-09 18:30:00,2017,160,18:30:00,160.77,42.0,4148.0,71.0,454.0,295.0,185.0,0.0,-942.0,0.0,0.0,465.0,465.0,6630.0,5369.0,742.0,1965.0,1780.0,1669.0,306.0,306.0,5956978
BOURGOGNE FRANCHE COMTE,2020-11-29 10:00:00,2020,334,10:00:00,334.42,119.0,0.0,292.0,19.0,34.0,49.0,0.0,2118.0,0.0,0.0,401.0,401.0,0.0,0.0,889.0,393.0,523.0,523.0,71.0,71.0,2801695
NOUVELLE AQUITAINE,2022-01-11 20:00:00,2022,11,20:00:00,11.83,290.0,3738.0,458.0,1.0,1392.0,200.0,0.0,913.0,0.0,0.0,578.0,578.0,6630.0,5135.0,1368.0,3449.0,1784.0,1666.0,356.0,356.0,6098051
ILE DE FRANCE,2015-05-10 18:00:00,2015,130,18:00:00,130.75,-7.0,0.0,0.0,28.0,0.0,95.0,0.0,5982.0,0.0,0.0,2144.0,1839.0,0.0,0.0,37.0,113.0,19.0,19.0,286.0,286.0,12082144
CENTRE VAL DE LOIRE,2013-05-26 15:00:00,2013,146,15:00:00,146.62,7.0,6054.0,51.0,96.0,60.0,31.0,0.0,-4663.0,0.0,0.0,162.0,162.0,11630.0,10725.0,662.0,209.0,91.0,91.0,49.0,49.0,2570548
AUVERGNE RHONE ALPES,2014-02-11 15:30:00,2014,42,15:30:00,42.65,181.0,12582.0,42.0,135.0,4948.0,110.0,-12.0,-8949.0,0.0,0.0,934.0,934.0,13570.0,13570.0,347.0,788.0,11132.0,11132.0,140.0,140.0,7820966
OCCITANIE,2014-06-19 23:30:00,2014,170,23:30:00,170.98,-3.0,1140.0,49.0,0.0,1521.0,51.0,0.0,1151.0,0.0,0.0,251.0,251.0,2620.0,2620.0,920.0,1255.0,5409.0,5409.0,128.0,128.0,5730753
CENTRE VAL DE LOIRE,2018-10-19 13:30:00,2018,292,13:30:00,292.56,14.0,7775.0,78.0,127.0,0.0,63.0,0.0,-6022.0,0.0,0.0,222.0,222.0,11630.0,10724.0,1060.0,302.0,91.0,91.0,84.0,84.0,2572853
GRAND EST,2013-11-11 23:00:00,2013,315,23:00:00,315.96,1083.0,9691.0,169.0,0.0,1009.0,63.0,0.0,-6588.0,0.0,0.0,3398.0,3223.0,10820.0,10820.0,1943.0,506.0,2281.0,2281.0,93.0,93.0,5552388
OCCITANIE,2018-01-02 12:30:00,2018,2,12:30:00,2.52,77.0,2575.0,206.0,172.0,2463.0,77.0,-17.0,402.0,0.0,0.0,291.0,291.0,2620.0,2620.0,1365.0,1808.0,5481.0,5317.0,145.0,145.0,5885496
AUVERGNE RHONE ALPES,2022-01-08 07:00:00,2022,8,07:00:00,8.29,220.0,12389.0,204.0,0.0,2821.0,116.0,-1745.0,-5212.0,0.0,0.0,1048.0,1048.0,13570.0,12672.0,723.0,1621.0,11779.0,11632.0,208.0,208.0,8155762
NORMANDIE,2018-08-06 21:30:00,2018,218,21:30:00,218.9,658.0,7913.0,28.0,0.0,10.0,55.0,0.0,-6105.0,0.0,0.0,813.0,233.0,10640.0,9389.0,712.0,250.0,31.0,31.0,104.0,104.0,3327477
CENTRE VAL DE LOIRE,2021-09-09 03:00:00,2021,252,03:00:00,252.12,0.0,8180.0,63.0,0.0,0.0,60.0,0.0,-6811.0,0.0,0.0,229.0,229.0,11630.0,10740.0,1360.0,598.0,92.0,92.0,89.0,89.0,2573303
CENTRE VAL DE LOIRE,2017-04-20 08:30:00,2017,110,08:30:00,110.35,0.0,11654.0,240.0,34.0,9.0,51.0,0.0,-9273.0,0.0,0.0,198.0,198.0,11630.0,10735.0,947.0,266.0,91.0,91.0,76.0,76.0,2576252
NOUVELLE AQUITAINE,2017-08-26 16:30:00,2017,238,16:30:00,238.69,44.0,2575.0,7.0,1015.0,51.0,160.0,0.0,362.0,0.0,0.0,465.0,465.0,6630.0,5486.0,790.0,2008.0,1780.0,1670.0,306.0,306.0,5956978
BRETAGNE,2015-12-30 11:30:00,2015,364,11:30:00,364.48,135.0,0.0,655.0,23.0,7.0,34.0,-54.0,2101.0,0.0,0.0,768.0,768.0,0.0,0.0,819.0,223.0,275.0,275.0,56.0,56.0,3293850
PROVENCE ALPES COTE D AZUR,2013-10-01 21:00:00,2013,274,21:00:00,274.88,709.0,0.0,0.0,0.0,989.0,63.0,0.0,2410.0,0.0,0.0,2590.0,2376.0,0.0,0.0,45.0,739.0,3159.0,3159.0,151.0,151.0,4953675
HAUTS DE FRANCE,2022-01-17 08:30:00,2022,17,08:30:00,17.35,2120.0,2693.0,434.0,0.0,2.0,129.0,0.0,2127.0,0.0,0.0,2990.0,2985.0,5460.0,4550.0,5652.0,437.0,5.0,5.0,190.0,190.0,5990765
BOURGOGNE FRANCHE COMTE,2021-07-17 00:30:00,2021,198,00:30:00,198.02,24.0,0.0,182.0,0.0,250.0,51.0,0.0,1362.0,0.0,0.0,401.0,401.0,0.0,0.0,955.0,446.0,524.0,524.0,72.0,72.0,2800194
OCCITANIE,2017-01-29 13:30:00,2017,29,13:30:00,29.56,70.0,2519.0,19.0,745.0,430.0,99.0,-622.0,2068.0,0.0,0.0,282.0,282.0,2620.0,2620.0,1194.0,1692.0,5473.0,5246.0,140.0,140.0,5845102
GRAND EST,2015-04-13 00:00:00,2015,103,00:00:00,103.0,29.0,5734.0,152.0,0.0,1387.0,73.0,0.0,-3000.0,0.0,0.0,3420.0,3160.0,10820.0,9560.0,2376.0,524.0,2284.0,2284.0,109.0,109.0,5559051
NORMANDIE,2022-06-27 06:30:00,2022,178,06:30:00,178.27,182.0,3606.0,25.0,1.0,9.0,75.0,0.0,-1747.0,0.0,0.0,852.0,852.0,10640.0,9310.0,933.0,313.0,31.0,31.0,149.0,149.0,3327604
HAUTS DE FRANCE,2022-06-18 17:00:00,2022,169,17:00:00,169.71,638.0,3564.0,489.0,196.0,1.0,93.0,0.0,-394.0,0.0,0.0,2993.0,2685.0,5460.0,4550.0,5774.0,442.0,6.0,6.0,197.0,197.0,5990765
ILE DE FRANCE,2015-09-30 16:00:00,2015,273,16:00:00,273.67,16.0,0.0,9.0,34.0,10.0,129.0,0.0,7727.0,0.0,0.0,2144.0,1737.0,0.0,0.0,49.0,113.0,19.0,19.0,300.0,300.0,12082144
NORMANDIE,2013-09-10 20:00:00,2013,253,20:00:00,253.83,751.0,7731.0,101.0,1.0,12.0,35.0,0.0,-5751.0,0.0,0.0,761.0,761.0,10640.0,10640.0,444.0,209.0,23.0,23.0,88.0,88.0,3328364
BOURGOGNE FRANCHE COMTE,2022-08-03 04:30:00,2022,215,04:30:00,215.19,0.0,0.0,119.0,0.0,2.0,55.0,-66.0,1262.0,0.0,0.0,401.0,401.0,0.0,0.0,1067.0,594.0,524.0,524.0,75.0,75.0,2797366
NORMANDIE,2013-12-16 15:30:00,2013,350,15:30:00,350.65,859.0,10234.0,266.0,7.0,11.0,41.0,0.0,-7540.0,0.0,0.0,761.0,761.0,10640.0,10640.0,444.0,210.0,24.0,24.0,89.0,89.0,3328364
PAYS DE LA LOIRE,2018-09-18 18:00:00,2018,261,18:00:00,261.75,583.0,0.0,147.0,105.0,0.0,40.0,0.0,1950.0,0.0,0.0,1976.0,1722.0,0.0,0.0,827.0,550.0,8.0,8.0,70.0,70.0,3781423
HAUTS DE FRANCE,2016-02-22 22:00:00,2016,53,22:00:00,53.92,486.0,4548.0,309.0,0.0,2.0,112.0,0.0,1073.0,0.0,0.0,2864.0,2748.0,5460.0,4550.0,2896.0,213.0,5.0,5.0,160.0,160.0,6006870
PROVENCE ALPES COTE D AZUR,2016-08-22 06:00:00,2016,235,06:00:00,235.25,364.0,0.0,33.0,0.0,404.0,124.0,0.0,2394.0,0.0,0.0,2614.0,2242.0,0.0,0.0,48.0,1046.0,3191.0,3021.0,354.0,354.0,5021928
ILE DE FRANCE,2016-12-13 10:00:00,2016,348,10:00:00,348.42,914.0,0.0,3.0,3.0,9.0,141.0,0.0,10984.0,0.0,0.0,2149.0,1717.0,0.0,0.0,61.0,116.0,19.0,19.0,301.0,301.0,12117132
HAUTS DE FRANCE,2020-11-16 15:30:00,2020,321,15:30:00,321.65,1999.0,4028.0,1673.0,12.0,1.0,118.0,0.0,-1834.0,0.0,0.0,2984.0,2984.0,5460.0,4586.0,5285.0,272.0,5.0,5.0,181.0,181.0,5997734
CENTRE VAL DE LOIRE,2022-06-23 12:30:00,2022,174,12:30:00,174.52,36.0,6848.0,36.0,498.0,2.0,44.0,0.0,-5535.0,0.0,0.0,229.0,229.0,11630.0,10692.0,1455.0,738.0,92.0,92.0,90.0,90.0,2572916
AUVERGNE RHONE ALPES,2013-01-12 23:30:00,2013,12,23:30:00,12.98,276.0,13343.0,14.0,0.0,3891.0,79.0,-4.0,-8252.0,0.0,0.0,914.0,914.0,13570.0,13570.0,335.0,705.0,11114.0,11114.0,105.0,105.0,7757595
BRETAGNE,2022-08-20 21:00:00,2022,232,21:00:00,232.88,421.0,0.0,50.0,4.0,63.0,58.0,-1.0,1154.0,0.0,0.0,1432.0,1432.0,0.0,0.0,1197.0,379.0,272.0,272.0,83.0,83.0,3414637
PROVENCE ALPES COTE D AZUR,2017-08-13 05:30:00,2017,225,05:30:00,225.23,14.0,0.0,15.0,0.0,317.0,236.0,-51.0,2602.0,0.0,0.0,2630.0,2236.0,0.0,0.0,48.0,1152.0,3220.0,3220.0,354.0,354.0,5030890
CENTRE VAL DE LOIRE,2019-01-08 22:00:00,2019,8,22:00:00,8.92,123.0,10226.0,344.0,0.0,1.0,55.0,0.0,-7737.0,0.0,0.0,228.0,228.0,11630.0,10320.0,1106.0,305.0,91.0,91.0,84.0,84.0,2573180
HAUTS DE FRANCE,2014-08-04 03:30:00,2014,216,03:30:00,216.15,286.0,2998.0,60.0,0.0,1.0,96.0,0.0,114.0,0.0,0.0,2289.0,2289.0,5460.0,5460.0,2351.0,212.0,5.0,5.0,139.0,139.0,6006156
PAYS DE LA LOIRE,2019-05-02 11:00:00,2019,122,11:00:00,122.46,440.0,0.0,73.0,212.0,2.0,50.0,0.0,2555.0,0.0,0.0,2037.0,1783.0,0.0,0.0,909.0,574.0,8.0,8.0,70.0,70.0,3806461
GRAND EST,2017-12-26 20:30:00,2017,360,20:30:00,360.85,603.0,9824.0,2368.0,0.0,1271.0,125.0,-5.0,-8513.0,0.0,0.0,3471.0,2876.0,10820.0,9810.0,3053.0,551.0,2299.0,1969.0,145.0,145.0,5549586
PAYS DE LA LOIRE,2021-07-20 22:30:00,2021,201,22:30:00,201.94,226.0,0.0,296.0,0.0,1.0,59.0,0.0,2132.0,0.0,0.0,2056.0,2056.0,0.0,0.0,1105.0,752.0,10.0,10.0,78.0,78.0,3853999
HAUTS DE FRANCE,2015-06-28 13:00:00,2015,179,13:00:00,179.54,313.0,3408.0,83.0,84.0,1.0,109.0,0.0,822.0,0.0,0.0,2301.0,1970.0,5460.0,4550.0,2734.0,213.0,5.0,5.0,160.0,160.0,6009976
NOUVELLE AQUITAINE,2020-11-26 03:00:00,2020,331,03:00:00,331.12,181.0,5238.0,311.0,1.0,218.0,165.0,0.0,-1048.0,0.0,0.0,576.0,576.0,6630.0,5559.0,1190.0,2812.0,1783.0,1678.0,347.0,347.0,6033952
PROVENCE ALPES COTE D AZUR,2020-04-02 23:00:00,2020,93,23:00:00,93.96,96.0,0.0,0.0,0.0,1996.0,112.0,0.0,2535.0,0.0,0.0,2710.0,2382.0,0.0,0.0,48.0,1455.0,3256.0,3256.0,357.0,207.0,5098666
NOUVELLE AQUITAINE,2019-07-25 21:30:00,2019,206,21:30:00,206.9,12.0,3705.0,151.0,6.0,94.0,176.0,0.0,445.0,0.0,0.0,538.0,538.0,6630.0,5657.0,1017.0,2530.0,1782.0,1669.0,319.0,319.0,6010289
NOUVELLE AQUITAINE,2016-07-14 03:00:00,2016,196,03:00:00,196.12,35.0,4659.0,64.0,-1.0,110.0,175.0,0.0,-1364.0,0.0,0.0,429.0,429.0,6630.0,5720.0,579.0,1876.0,1779.0,1779.0,280.0,280.0,5935603
NORMANDIE,2017-05-21 10:00:00,2017,141,10:00:00,141.42,328.0,2612.0,15.0,56.0,22.0,44.0,0.0,-668.0,0.0,0.0,785.0,205.0,10640.0,9509.0,622.0,222.0,31.0,31.0,98.0,98.0,3330478
ILE DE FRANCE,2018-08-06 03:00:00,2018,218,03:00:00,218.12,-1.0,0.0,9.0,0.0,7.0,140.0,0.0,4489.0,0.0,0.0,2157.0,2109.0,0.0,0.0,88.0,123.0,20.0,20.0,306.0,306.0,12213447
BOURGOGNE FRANCHE COMTE,2021-09-26 15:30:00,2021,269,15:30:00,269.65,26.0,0.0,82.0,151.0,14.0,48.0,-67.0,1509.0,0.0,0.0,401.0,401.0,0.0,0.0,969.0,468.0,524.0,524.0,72.0,72.0,2800194
BOURGOGNE FRANCHE COMTE,2018-08-13 05:30:00,2018,225,05:30:00,225.23,27.0,0.0,343.0,0.0,9.0,30.0,-1.0,987.0,0.0,0.0,386.0,386.0,0.0,0.0,708.0,308.0,520.0,443.0,37.0,37.0,2807807
NOUVELLE AQUITAINE,2016-06-30 08:00:00,2016,182,08:00:00,182.33,42.0,4790.0,63.0,158.0,528.0,172.0,0.0,-1398.0,0.0,0.0,429.0,429.0,6630.0,5720.0,579.0,1868.0,1778.0,1778.0,280.0,280.0,5935603
PROVENCE ALPES COTE D AZUR,2021-04-30 17:30:00,2021,120,17:30:00,120.73,754.0,0.0,16.0,329.0,1053.0,94.0,0.0,1846.0,0.0,0.0,2715.0,2341.0,0.0,0.0,96.0,1590.0,3266.0,3235.0,357.0,357.0,5127840
CENTRE VAL DE LOIRE,2019-06-01 15:30:00,2019,152,15:30:00,152.65,0.0,8199.0,11.0,206.0,0.0,61.0,0.0,-7001.0,0.0,0.0,229.0,229.0,11630.0,10720.0,1160.0,314.0,91.0,91.0,84.0,84.0,2573180
ILE DE FRANCE,2015-02-04 07:00:00,2015,35,07:00:00,35.29,1124.0,0.0,5.0,0.0,0.0,112.0,0.0,10687.0,0.0,0.0,2144.0,1559.0,0.0,0.0,37.0,112.0,19.0,19.0,286.0,286.0,12082144
GRAND EST,2020-07-28 11:30:00,2020,210,11:30:00,210.48,354.0,6237.0,888.0,212.0,903.0,123.0,0.0,-3713.0,0.0,0.0,3535.0,3101.0,10820.0,9635.0,3711.0,629.0,2304.0,1882.0,184.0,184.0,5562651
ILE DE FRANCE,2019-04-23 02:30:00,2019,113,02:30:00,113.1,0.0,0.0,5.0,0.0,6.0,119.0,0.0,4854.0,0.0,0.0,2170.0,2059.0,0.0,0.0,88.0,126.0,20.0,20.0,306.0,306.0,12262544
BOURGOGNE FRANCHE COMTE,2013-07-26 13:30:00,2013,207,13:30:00,207.56,26.0,0.0,18.0,90.0,36.0,6.0,0.0,2205.0,0.0,0.0,301.0,301.0,0.0,0.0,204.0,230.0,480.0,480.0,25.0,25.0,2819783
AUVERGNE RHONE ALPES,2014-06-11 01:00:00,2014,162,01:00:00,162.04,19.0,9069.0,82.0,1.0,2794.0,52.0,-982.0,-5218.0,0.0,0.0,938.0,938.0,13570.0,13570.0,347.0,816.0,11141.0,10989.0,140.0,140.0,7820966
ILE DE FRANCE,2022-06-26 17:00:00,2022,177,17:00:00,177.71,0.0,0.0,3.0,62.0,5.0,136.0,0.0,5648.0,0.0,0.0,2171.0,2009.0,0.0,0.0,148.0,226.0,20.0,20.0,314.0,314.0,12354286
GRAND EST,2020-07-15 08:00:00,2020,197,08:00:00,197.33,416.0,6374.0,52.0,28.0,863.0,122.0,0.0,-3428.0,0.0,0.0,3535.0,3105.0,10820.0,9652.0,3679.0,627.0,2304.0,1882.0,184.0,184.0,5562651
GRAND EST,2017-08-11 18:30:00,2017,223,18:30:00,223.77,523.0,7590.0,359.0,50.0,1094.0,85.0,0.0,-5701.0,0.0,0.0,3453.0,2991.0,10820.0,9713.0,2996.0,548.0,2298.0,1947.0,141.0,141.0,5549586
ILE DE FRANCE,2015-02-23 13:30:00,2015,54,13:30:00,54.56,1160.0,0.0,9.0,25.0,5.0,126.0,0.0,9552.0,0.0,0.0,2144.0,2144.0,0.0,0.0,37.0,112.0,19.0,19.0,286.0,286.0,12082144
GRAND EST,2017-07-08 07:30:00,2017,189,07:30:00,189.31,807.0,11215.0,119.0,34.0,641.0,77.0,-386.0,-8438.0,0.0,0.0,3453.0,2942.0,10820.0,9800.0,2923.0,543.0,2298.0,1964.0,140.0,140.0,5549586
PAYS DE LA LOIRE,2022-03-12 16:30:00,2022,71,16:30:00,71.69,260.0,0.0,616.0,234.0,5.0,62.0,0.0,1428.0,0.0,0.0,2068.0,1778.0,0.0,0.0,1137.0,827.0,10.0,10.0,80.0,80.0,3878839
PAYS DE LA LOIRE,2015-09-04 22:00:00,2015,247,22:00:00,247.92,482.0,0.0,37.0,0.0,0.0,39.0,0.0,1951.0,0.0,0.0,1867.0,1271.0,0.0,0.0,560.0,455.0,7.0,7.0,61.0,61.0,3718512
PROVENCE ALPES COTE D AZUR,2015-11-22 13:00:00,2015,326,13:00:00,326.54,1109.0,0.0,46.0,519.0,683.0,87.0,0.0,2724.0,0.0,0.0,2610.0,2080.0,0.0,0.0,48.0,968.0,3175.0,3175.0,183.0,183.0,5007977
OCCITANIE,2013-06-16 07:00:00,2013,167,07:00:00,167.29,-1.0,1104.0,194.0,16.0,1395.0,73.0,-510.0,68.0,0.0,0.0,245.0,245.0,2620.0,2620.0,866.0,1059.0,5379.0,5379.0,126.0,126.0,5683878
AUVERGNE RHONE ALPES,2022-05-07 22:30:00,2022,127,22:30:00,127.94,14.0,6909.0,228.0,0.0,3583.0,129.0,-5.0,-4986.0,0.0,0.0,1048.0,647.0,13570.0,12678.0,723.0,1683.0,11781.0,11620.0,208.0,208.0,8155762
CENTRE VAL DE LOIRE,2017-01-21 21:00:00,2017,21,21:00:00,21.88,119.0,11329.0,193.0,0.0,1.0,52.0,0.0,-8354.0,0.0,0.0,198.0,198.0,11630.0,11223.0,917.0,262.0,91.0,91.0,74.0,74.0,2576252
NORMANDIE,2019-02-07 12:00:00,2019,38,12:00:00,38.5,991.0,6456.0,588.0,67.0,18.0,44.0,0.0,-3945.0,0.0,0.0,833.0,543.0,10640.0,9310.0,791.0,253.0,31.0,31.0,105.0,105.0,3325032
NORMANDIE,2022-09-06 07:30:00,2022,249,07:30:00,249.31,281.0,3655.0,229.0,0.0,10.0,63.0,0.0,-1691.0,0.0,0.0,852.0,852.0,10640.0,9310.0,949.0,316.0,31.0,31.0,149.0,149.0,3327604
GRAND EST,2018-04-08 02:30:00,2018,98,02:30:00,98.1,63.0,7140.0,664.0,0.0,956.0,81.0,0.0,-4653.0,0.0,0.0,3471.0,3471.0,10820.0,9742.0,3068.0,553.0,2300.0,1978.0,146.0,146.0,5550389
PROVENCE ALPES COTE D AZUR,2014-08-07 16:30:00,2014,219,16:30:00,219.69,124.0,0.0,3.0,412.0,792.0,62.0,0.0,3261.0,0.0,0.0,2592.0,2268.0,0.0,0.0,45.0,872.0,3165.0,3165.0,170.0,170.0,4983438
NORMANDIE,2022-12-03 02:30:00,2022,337,02:30:00,337.1,389.0,4490.0,405.0,0.0,14.0,93.0,0.0,-1816.0,0.0,0.0,852.0,852.0,10640.0,9399.0,965.0,321.0,31.0,31.0,149.0,149.0,3327604
NORMANDIE,2014-02-21 08:30:00,2014,52,08:30:00,52.35,962.0,7652.0,195.0,3.0,22.0,59.0,0.0,-4606.0,0.0,0.0,761.0,761.0,10640.0,10640.0,444.0,211.0,24.0,24.0,89.0,89.0,3335645
CENTRE VAL DE LOIRE,2013-09-04 10:30:00,2013,247,10:30:00,247.44,6.0,5864.0,1.0,71.0,0.0,32.0,0.0,-3889.0,0.0,0.0,162.0,162.0,11630.0,11630.0,717.0,212.0,91.0,91.0,56.0,56.0,2570548
GRAND EST,2018-07-26 02:00:00,2018,207,02:00:00,207.08,1417.0,7933.0,237.0,0.0,445.0,109.0,-524.0,-5210.0,0.0,0.0,3471.0,3049.0,10820.0,9501.0,3143.0,557.0,2300.0,1955.0,158.0,158.0,5550389
NORMANDIE,2020-11-02 05:00:00,2020,307,05:00:00,307.21,238.0,5443.0,689.0,0.0,11.0,69.0,0.0,-4223.0,0.0,0.0,838.0,838.0,10640.0,9310.0,831.0,270.0,31.0,31.0,115.0,115.0,3325522
PROVENCE ALPES COTE D AZUR,2017-04-05 02:30:00,2017,95,02:30:00,95.1,812.0,0.0,30.0,0.0,644.0,94.0,0.0,2515.0,0.0,0.0,2630.0,2324.0,0.0,0.0,48.0,1062.0,3193.0,3193.0,354.0,354.0,5030890
BOURGOGNE FRANCHE COMTE,2014-05-25 05:00:00,2014,145,05:00:00,145.21,29.0,0.0,8.0,0.0,59.0,21.0,0.0,1285.0,0.0,0.0,313.0,68.0,0.0,0.0,254.0,246.0,508.0,508.0,25.0,25.0,2820623
BOURGOGNE FRANCHE COMTE,2020-05-01 23:30:00,2020,122,23:30:00,122.98,22.0,0.0,371.0,0.0,31.0,39.0,0.0,1310.0,0.0,0.0,401.0,401.0,0.0,0.0,877.0,348.0,521.0,521.0,69.0,69.0,2801695
AUVERGNE RHONE ALPES,2022-12-14 12:30:00,2022,348,12:30:00,348.52,697.0,11659.0,192.0,156.0,5142.0,107.0,-13.0,-7855.0,0.0,0.0,1050.0,1050.0,13570.0,12736.0,723.0,1846.0,11791.0,11664.0,208.0,208.0,8155762
PROVENCE ALPES COTE D AZUR,2017-08-24 12:00:00,2017,236,12:00:00,236.5,641.0,0.0,9.0,374.0,790.0,124.0,0.0,2939.0,0.0,0.0,2630.0,2257.0,0.0,0.0,48.0,1152.0,3220.0,3026.0,354.0,354.0,5030890
ILE DE FRANCE,2013-12-30 02:00:00,2013,364,02:00:00,364.08,266.0,0.0,8.0,0.0,1.0,137.0,0.0,8122.0,0.0,0.0,2122.0,2122.0,0.0,0.0,37.0,110.0,19.0,19.0,282.0,282.0,11959807
NORMANDIE,2014-03-20 11:00:00,2014,79,11:00:00,79.46,333.0,6287.0,138.0,61.0,28.0,66.0,0.0,-3450.0,0.0,0.0,761.0,181.0,10640.0,10640.0,444.0,211.0,24.0,24.0,89.0,89.0,3335645
PROVENCE ALPES COTE D AZUR,2019-11-03 06:30:00,2019,307,06:30:00,307.27,130.0,0.0,6.0,0.0,1326.0,99.0,-2.0,1691.0,0.0,0.0,2678.0,2249.0,0.0,0.0,48.0,1408.0,3245.0,3121.0,357.0,207.0,5081101
CENTRE VAL DE LOIRE,2021-04-14 01:00:00,2021,104,01:00:00,104.04,0.0,8533.0,640.0,0.0,3.0,57.0,0.0,-6963.0,0.0,0.0,229.0,229.0,11630.0,11630.0,1288.0,491.0,92.0,92.0,89.0,89.0,2573303
NOUVELLE AQUITAINE,2020-11-05 13:30:00,2020,310,13:30:00,310.56,183.0,4685.0,486.0,1573.0,272.0,127.0,0.0,-1767.0,0.0,0.0,576.0,576.0,6630.0,5574.0,1183.0,2769.0,1783.0,1678.0,347.0,347.0,6033952
AUVERGNE RHONE ALPES,2022-04-09 22:00:00,2022,99,22:00:00,99.92,427.0,8745.0,155.0,0.0,4077.0,100.0,-3.0,-5984.0,0.0,0.0,1048.0,1048.0,13570.0,12661.0,723.0,1671.0,11780.0,11603.0,208.0,208.0,8155762
PROVENCE ALPES COTE D AZUR,2018-03-21 20:00:00,2018,80,20:00:00,80.83,2486.0,0.0,46.0,1.0,1929.0,218.0,0.0,2014.0,0.0,0.0,2663.0,2357.0,0.0,0.0,48.0,1238.0,3233.0,3107.0,357.0,357.0,5052832
ILE DE FRANCE,2015-11-30 01:00:00,2015,334,01:00:00,334.04,477.0,0.0,29.0,0.0,12.0,128.0,0.0,7598.0,0.0,0.0,2146.0,1784.0,0.0,0.0,61.0,114.0,19.0,19.0,300.0,300.0,12082144
BOURGOGNE FRANCHE COMTE,2020-07-28 02:30:00,2020,210,02:30:00,210.1,23.0,0.0,343.0,0.0,6.0,49.0,0.0,1356.0,0.0,0.0,401.0,401.0,0.0,0.0,877.0,355.0,521.0,521.0,70.0,70.0,2801695
NOUVELLE AQUITAINE,2022-08-15 06:30:00,2022,227,06:30:00,227.27,32.0,1027.0,294.0,0.0,21.0,165.0,0.0,1289.0,0.0,0.0,579.0,579.0,6630.0,5659.0,1555.0,3746.0,1786.0,1673.0,356.0,356.0,6098051
BOURGOGNE FRANCHE COMTE,2020-02-03 21:00:00,2020,34,21:00:00,34.88,169.0,0.0,771.0,0.0,220.0,52.0,0.0,1522.0,0.0,0.0,401.0,401.0,0.0,0.0,877.0,345.0,521.0,521.0,69.0,69.0,2801695
BRETAGNE,2014-06-04 19:30:00,2014,155,19:30:00,155.81,1.0,0.0,320.0,33.0,75.0,30.0,-1.0,1824.0,0.0,0.0,688.0,688.0,0.0,0.0,763.0,211.0,272.0,272.0,51.0,51.0,3276543
BRETAGNE,2019-09-27 16:30:00,2019,270,16:30:00,270.69,1.0,0.0,581.0,64.0,5.0,45.0,0.0,1456.0,0.0,0.0,966.0,869.0,0.0,0.0,1021.0,269.0,272.0,272.0,74.0,74.0,3354854
ILE DE FRANCE,2017-07-06 03:30:00,2017,187,03:30:00,187.15,0.0,0.0,4.0,0.0,6.0,177.0,0.0,4922.0,0.0,0.0,2149.0,1836.0,0.0,0.0,73.0,117.0,19.0,19.0,301.0,301.0,12174880
BRETAGNE,2015-03-13 15:30:00,2015,72,15:30:00,72.65,110.0,0.0,503.0,18.0,57.0,35.0,-1.0,2449.0,0.0,0.0,721.0,721.0,0.0,0.0,801.0,219.0,272.0,272.0,54.0,54.0,3293850
HAUTS DE FRANCE,2016-11-21 11:00:00,2016,326,11:00:00,326.46,1754.0,2734.0,1345.0,18.0,1.0,113.0,0.0,840.0,0.0,0.0,2882.0,2745.0,5460.0,4550.0,3225.0,214.0,5.0,5.0,164.0,164.0,6006870
AUVERGNE RHONE ALPES,2018-03-12 07:30:00,2018,71,07:30:00,71.31,156.0,9603.0,225.0,3.0,4298.0,123.0,-3.0,-5697.0,0.0,0.0,1000.0,1000.0,13570.0,12548.0,568.0,1025.0,11254.0,11086.0,179.0,179.0,7994459
PROVENCE ALPES COTE D AZUR,2016-07-23 18:30:00,2016,205,18:30:00,205.77,739.0,0.0,5.0,138.0,1048.0,64.0,0.0,2170.0,0.0,0.0,2614.0,2242.0,0.0,0.0,48.0,1037.0,3191.0,3044.0,354.0,354.0,5021928
